순서,ID,실행,PASS,FAIL,보류,라운드,우선순위,테스트 시점,상황/트리거,플랫폼,기능 영역,화면/기능,확인 목적,사전조건/데이터,실행 절차,기대 결과,증적,버그ID,비고
78,QA-GS-078,,,,,R2 Core,P1,홈 대시보드 수정 후,선택 섬에 홈 데이터가 존재,iOS/Android,홈,대시보드 요약 카드,홈 카드가 선택 섬 기준 데이터를 보여주는지 확인,섬 정보/도감/무주식 데이터 준비,홈 탭 진입; 주요 카드 확인,섬 정보 주민 슬롯 무주식 요약 도감 진행률 위시리스트 요약이 채워짐,,
79,QA-GS-079,,,,,R2 Core,P1,위시리스트 화면 수정 후,위시리스트 데이터가 있는 상태,iOS/Android,홈,위시리스트 페이지 데이터 있음,데이터가 있을 때 리스트가 보이는지 확인,위시리스트 데이터 1건 이상 준비,위시리스트 페이지 진입,위시리스트 항목이 정상 표시되고 항목 수가 맞음,,
80,QA-GS-080,,,,,R2 Core,P1,위시리스트 화면 수정 후,위시리스트 데이터가 없는 상태,iOS/Android,홈,위시리스트 빈 상태,빈 상태 안내가 자연스러운지 확인,위시리스트 비어 있는 섬 준비,위시리스트 페이지 진입,빈 상태 문구와 일러스트가 표시되고 레이아웃이 깨지지 않음,,
81,QA-GS-081,,,,,R2 Core,P1,도감 대시보드 수정 후,도감 데이터 로드 가능 상태,iOS/Android,도감,도감 대시보드 로드,주민/박물관/수집 섹션이 보이는지 확인,도감 데이터 준비,도감 탭 진입,주민 슬롯 박물관 진행률 수집 진행률 섹션이 정상 노출,,
82,QA-GS-082,,,,,R2 Core,P1,도감 카테고리 페이지 수정 후,각 카테고리에 아이템 존재,iOS/Android,도감,카테고리 페이지 진입,카테고리별 상세 목록으로 이동 가능한지 확인,도감 데이터 준비,도감 대시보드에서 주민/물고기 등 카테고리 진입,선택 카테고리의 목록 페이지가 정상 열림,,
83,QA-GS-083,,,,,R2 Core,P1,도감 상세 시트 수정 후,아이템 상세 열람과 상태 변경,iOS/Android,도감,아이템 상세와 완료 반영,상세 변경이 상위 목록에 반영되는지 확인,상태 변경 가능한 아이템 준비,아이템 상세 열기; 수집/기증 등 상태 변경,변경 결과가 상세 시트 닫은 뒤 목록과 진행률 카드에 반영,,
84,QA-GS-084,,,,,R2 Core,P1,게스트 둘러보기 수정 후,비회원 둘러보기 진입,iOS/Android,게스트,카테고리 카운트 표시,게스트가 카테고리별 개수를 볼 수 있는지 확인,도감 원본 데이터 로드 가능,게스트 둘러보기 진입; 카테고리 카드 확인,박물관/수집 도감 카테고리와 개수가 정상 노출,,
85,QA-GS-085,,,,,R3 Edge,P1,게스트 도감 에러 처리 수정 후,게스트 상태에서 도감 로드 실패,iOS/Android,게스트,게스트 로드 실패,실패 시 앱이 멈추지 않고 다시 시도 가능한지 확인,네트워크 실패 유도,게스트 둘러보기 진입; 로드 실패 유도; 새로고침,오류 문구가 나오고 새로고침으로 재시도 가능,,
86,QA-GS-086,,,,,R2 Core,P0,무주식 입력 로직 수정 후,무주식 탭 첫 진입,iOS/Android,무주식,일요일 구매가 입력,일요일 구매가 증감 버튼이 정상 동작하는지 확인,선택 섬 존재,플러스/마이너스 버튼 조작,가격이 기대한 단위로 변경되고 음수나 비정상 값이 되지 않음,,
87,QA-GS-087,,,,,R2 Core,P0,무주식 입력 필드 수정 후,월~토 오전/오후 가격 입력,iOS/Android,무주식,주간 가격 입력,각 요일 슬롯 입력과 포커스 동작이 정상인지 확인,선택 섬 존재,월~토 오전 오후 필드에 값 입력; 다른 날 이동,입력값이 유지되고 현재 입력중/입력됨 상태가 올바르게 바뀜,,
88,QA-GS-088,,,,,R2 Core,P0,예측 계산 로직 수정 후,유효한 무주식 데이터가 입력됨,iOS/Android,무주식,예측 차트/표 생성,입력에 따라 예측 결과가 생성되는지 확인,예측 가능한 샘플 데이터 준비,일요일+주중 값 입력,차트 표 최소/최대 또는 평균 관련 예측 결과가 표시,,
89,QA-GS-089,,,,,R2 Core,P1,빈 결과 처리 수정 후,입력이 부족하거나 패턴 계산 불가,iOS/Android,무주식,빈 결과 패널,예측 불가 상황에서 적절한 안내를 주는지 확인,입력 부족 또는 불가능한 조합 준비,소수 값만 입력하거나 상충 값 입력,빈 결과 패널 또는 안내가 표시되고 앱이 죽지 않음,,
90,QA-GS-090,,,,,R2 Core,P1,섬별 상태 저장 수정 후,섬 2개 이상 보유,iOS/Android,무주식,섬별 데이터 분리,섬 전환 시 무주식 입력이 섞이지 않는지 확인,서로 다른 값이 저장된 섬 2개 준비,섬 A/B를 번갈아 전환하며 무주식 탭 확인,각 섬별 입력과 예측이 따로 유지되고 오염되지 않음,,
91,QA-GS-091,,,,,R2 Core,P0,설정 섬 수정 로직 변경 후,섬 1개 이상 존재,iOS/Android,설정,섬 정보 수정 저장,섬 이름 대표자 반구 특산물 이미지 수정이 저장되는지 확인,수정 가능한 기존 섬 준비,설정 > 섬 정보 수정 진입; 값 변경; 저장,수정값이 홈/비행장/설정 재진입 시 반영,,
92,QA-GS-092,,,,,R2 Core,P1,섬 삭제 로직 변경 후,섬이 2개 이상 존재,iOS/Android,설정,섬 삭제 성공,다중 섬 상태에서 특정 섬을 삭제할 수 있는지 확인,섬 2개 이상 준비,섬 수정 화면에서 삭제 수행,선택한 섬만 삭제되고 나머지 섬 데이터는 유지,,
93,QA-GS-093,,,,,R2 Core,P1,섬 삭제 예외 처리 변경 후,마지막 남은 섬만 존재,iOS/Android,설정,마지막 섬 삭제 방어,마지막 섬 삭제가 차단되는지 확인,섬 1개만 존재,섬 삭제 시도,삭제가 거부되고 안내 메시지가 표시,,
94,QA-GS-094,,,,,R2 Core,P0,알림 설정 저장 로직 변경 후,로그인 상태,iOS/Android,설정,알림 설정 토글 저장,거래 제안 도도코드 대기열 설정이 저장되는지 확인,로그인 상태,설정 > 알림에서 각 토글 ON/OFF; 화면 재진입,토글 값이 즉시 바뀌고 재진입 후에도 유지,,
95,QA-GS-095,,,,,R2 Core,P1,공지사항 기능 수정 후,공지 데이터가 있는 상태,iOS/Android,설정,공지 목록/상세,공지 목록과 상세 본문이 정상 렌더링되는지 확인,공지 1건 이상 준비,설정 > 공지사항 진입; 공지 탭,제목 날짜 고정 공지 배지와 상세 본문이 정상 표시,,
96,QA-GS-096,,,,,R2 Core,P1,고객센터 FAQ 수정 후,FAQ 데이터 존재,iOS/Android,설정,FAQ 카테고리/아코디언,FAQ 필터와 펼침이 자연스러운지 확인,FAQ 데이터 준비,설정 > 고객센터 진입; 카테고리 전환; 항목 펼침,선택 카테고리만 보이고 아코디언이 정상 동작,,
97,QA-GS-097,,,,,R2 Core,P0,문의 작성 로직 수정 후,로그인 상태,iOS/Android,설정,1:1 문의 작성,분류/제목/내용 검증과 저장이 되는지 확인,로그인 상태,고객센터 > 1:1 문의하기; 빈 값 검증; 정상 값 제출,유효성 검증 후 성공 시 이전 화면으로 복귀하고 목록에 반영 가능,,
98,QA-GS-098,,,,,R2 Core,P1,문의 목록/상세 수정 후,기존 문의 1건 이상 존재,iOS/Android,설정,문의 내역 상세/삭제,문의 상세 확인과 삭제가 되는지 확인,문의 데이터 준비,나의 문의 내역 진입; 상세 확인; 삭제 수행,상세 내용 확인 가능하고 삭제 후 목록에서 제거,,
99,QA-GS-099,,,,,R2 Core,P1,차단 모드 수정 후,차단 계정으로 문의 내역/이의 신청 화면 진입,iOS/Android,설정,차단 상태 이의 신청,차단 상태에서 허용된 화면만 열리고 이의 신청이 가능한지 확인,차단 계정 준비,차단 계정으로 진입; 이의 신청 버튼 선택; 제출,문의 내역/이의 신청만 가능하고 이의 신청 접수가 정상 완료,,
100,QA-GS-100,,,,,R2 Core,P1,차단 유저 관리 수정 후,차단된 사용자 존재,iOS/Android,설정,차단 목록/해제,차단 목록이 노출되고 해제가 동작하는지 확인,차단 사용자 1명 이상 준비,설정 > 차단 관리 진입; 해제 수행,차단 목록이 보이고 해제 후 해당 사용자가 목록에서 사라짐,,
101,QA-GS-101,,,,,R2 Core,P2,문서 페이지 수정 후,운영정책/약관/개인정보/저작권 데이터 준비,iOS/Android,설정,문서성 페이지 렌더링,긴 문서와 마크다운 렌더링이 깨지지 않는지 확인,문서 데이터 준비,각 문서 페이지 진입; 긴 스크롤 확인,문서가 끝까지 렌더링되고 스크롤/링크/서식이 깨지지 않음,,
102,QA-GS-102,,,,,R1 Smoke,P0,로그아웃 로직 수정 후,로그인 상태,iOS/Android,설정,로그아웃,로그아웃 후 세션이 정리되는지 확인,로그인 상태,설정 > 로그아웃 수행; 첫 화면과 뒤로가기 확인,로그인 화면으로 복귀하고 이전 상세/탭 화면으로 되돌아가지 않음,,
103,QA-GS-103,,,,,R1 Smoke,P0,탈퇴 로직 수정 후,탈퇴 가능한 테스트 계정,iOS/Android,설정,탈퇴 처리,탈퇴 다이얼로그 로딩 완료 흐름이 정상인지 확인,탈퇴용 계정 준비,설정 > 탈퇴하기; 확인; 완료까지 대기,로딩 다이얼로그 후 완료 안내가 나오고 세션이 종료됨,,
104,QA-GS-104,,,,,R3 Edge,P1,탭별 예외 처리 수정 후,비행장/마켓/도감/설정 데이터 로드 실패,iOS/Android,오류 처리,탭별 네트워크 장애,각 화면이 죽지 않고 오류 메시지와 복구 포인트를 주는지 확인,오프라인 또는 서버 오류 유도,각 탭 진입; 실패 유도; 메시지 확인,화면 크래시 없이 오류 문구가 표시되고 복구 동선이 유지,,
105,QA-GS-105,,,,,R3 Edge,P1,빈 상태 UI 수정 후,각 기능에 데이터가 없는 상태,iOS/Android,빈 상태,전역 빈 상태 품질,빈 상태 메시지와 CTA가 서비스 톤에 맞는지 확인,마켓 알림 차단 목록 위시리스트 문의 없음 상태 준비,각 화면 진입,빈 상태가 자연스럽고 오버플로우/깨짐 없이 표시,,
106,QA-GS-106,,,,,R3 Edge,P1,접근성 개선 후,스크린리더 사용 상태,iOS/Android,접근성,Semantics와 버튼 라벨,핵심 버튼이 보조기기에서 이해 가능한지 확인,VoiceOver 또는 TalkBack 활성화,로그인 이미지 업로드 뒤로가기 알림 토글 등 포커스 이동,버튼 목적이 명확히 읽히고 조작 순서가 자연스러움,,
107,QA-GS-107,,,,,R3 Edge,P1,반응형/UI 토큰 수정 후,소형 기기 또는 큰 글자 설정,iOS/Android,반응형,큰 글자/작은 화면 대응,텍스트 확대와 작은 화면에서 레이아웃이 무너지지 않는지 확인,텍스트 배율 확대 및 소형 디바이스 준비,로그인 홈 마켓 설정 문의 화면 확인,버튼 잘림 오버플로우 겹침 없이 사용 가능,,
108,QA-GS-108,,,,,R3 Edge,P1,푸시/딥링크/세션 수정 후,로그아웃 후 또는 푸시 진입 후 뒤로가기,iOS/Android,내비게이션,백스택 정합성,로그인/로그아웃/딥링크 후 죽은 화면이 남지 않는지 확인,푸시 진입 또는 로그아웃 흐름 선행,해당 플로우 수행 후 뒤로가기,뒤로가기가 의도한 화면으로만 이동하고 빈 라우트나 이전 민감 화면이 남지 않음,,
109,QA-GS-109,,,,,R3 Edge,P1,앱 라이프사이클 수정 후,앱을 백그라운드 후 다시 복귀,iOS/Android,라이프사이클,백그라운드 복귀 안정성,복귀 후 세션/스트림/UI가 깨지지 않는지 확인,로그인 상태에서 주요 화면 진입,앱 백그라운드 전환; 수초 후 복귀,화면이 하얗게 비거나 중복 모달 없이 현재 상태를 유지,,
110,QA-GS-110,,,,,R3 Edge,P0,배포 직전,핵심 변경사항이 모두 반영된 RC 빌드,iOS/Android,회귀,R1 스모크 재검증,배포 전 치명 흐름이 살아있는지 빠르게 확인,릴리즈 후보 빌드 준비,QA-GS-001부터 QA-GS-013과 QA-GS-019 QA-GS-022 QA-GS-029 QA-GS-043 QA-GS-055 QA-GS-061 QA-GS-086 QA-GS-102를 우선 재검증,로그인 진입 핵심 탭 비행장 마켓 무주식 로그아웃까지 치명 동선에 문제 없음,,
